method,calibration_mode,alpha,fail_cap_quantile,B,n,recall,recall_median,scheduler_recall,scheduler_recall_median,backend_fail,backend_fail_median,cost,cost_median,unnecessary,unnecessary_median,served_ratio,served_ratio_median,served_attack_mass,served_attack_mass_median,backend_success_attack_mass,backend_success_attack_mass_median,clean_service,clean_service_median,recover_fail,recover_fail_median,delay_p50,delay_p50_median,delay_p95,delay_p95_median,average_service_time,average_service_time_median,average_service_cost,average_service_cost_median
TRBG-native-burden,TRBG-native-burden,2.0,0.9,2,8,0.1707305921527195,0.17551724137931035,0.1707305921527195,0.17551724137931035,125.0,123.0,0.5198327214550741,0.5406942786490445,9.875,8.5,0.7276032176617713,0.761000911992704,71.20625,66.27499999999999,19.225,18.724999999999998,9.875,8.5,7.75,8.0,0.0,0.0,7.074999999999999,7.0,20.08811127135828,18.556181034195248,1.8431263073192792,1.9116702861630332
TRBG-native-burden,TRBG-native-burden,2.0,0.95,1,8,0.092755197720986,0.0961836651352731,0.092755197720986,0.0961836651352731,100.375,96.5,0.36585316870049067,0.359259685529971,8.375,8.0,0.5551596410977362,0.563815434430653,49.012499999999996,51.150000000000006,10.54375,10.225,8.375,8.0,6.625,7.0,0.25,0.0,7.668749999999999,8.0,15.075350207007844,14.371136729721977,1.70706723508507,1.7176172312707045
TRBG-native-burden,TRBG-native-burden,2.0,0.95,2,8,0.1707305921527195,0.17551724137931035,0.1707305921527195,0.17551724137931035,125.0,123.0,0.5198327214550741,0.5406942786490445,9.875,8.5,0.7276032176617713,0.761000911992704,71.20625,66.27499999999999,19.225,18.724999999999998,9.875,8.5,7.75,8.0,0.0,0.0,7.074999999999999,7.0,20.08811127135828,18.556181034195248,1.8431263073192792,1.9116702861630332
TRBG-native-burden,TRBG-native-burden,2.0,1.0,1,8,0.092755197720986,0.0961836651352731,0.092755197720986,0.0961836651352731,100.375,96.5,0.36585316870049067,0.359259685529971,8.375,8.0,0.5551596410977362,0.563815434430653,49.012499999999996,51.150000000000006,10.54375,10.225,8.375,8.0,6.625,7.0,0.25,0.0,7.668749999999999,8.0,15.075350207007844,14.371136729721977,1.70706723508507,1.7176172312707045
TRBG-native-burden,TRBG-native-burden,2.0,1.0,2,8,0.1707305921527195,0.17551724137931035,0.17073059215271946,0.17551724137931035,125.0,123.0,0.5198327214550741,0.5406942786490445,9.875,8.5,0.7276032176617713,0.761000911992704,71.20625,66.27499999999999,19.225,18.724999999999998,9.875,8.5,7.75,8.0,0.0,0.0,7.074999999999999,7.0,20.08811127135828,18.556181034195248,1.8431263073192792,1.9116702861630332
TRBG-source,TRBG-source,0.0,0.8,1,8,0.09891729949492126,0.10248403969690341,0.09891729949492126,0.10248403969690341,99.75,92.0,0.3868498193389909,0.371148623925162,12.125,13.0,0.5550424471202084,0.5489714963399175,44.5375,43.55,11.375,10.399999999999999,12.125,13.0,6.0,6.5,0.25,0.0,8.199999999999998,8.349999999999994,15.782358231771138,15.957619010716055,1.827041432122982,1.6982266805875847
TRBG-source,TRBG-source,0.0,0.8,2,8,0.1788435677565985,0.1829700715679896,0.1788435677565985,0.1829700715679896,129.125,126.0,0.5697471835845717,0.5408889652501557,16.875,17.0,0.7508946036145931,0.7627746959675699,67.81875,64.44999999999999,20.1875,19.0,16.875,17.0,8.0,8.5,0.0,0.0,6.637499999999999,6.5,19.801507406400084,18.505143110055386,1.9622405853729532,1.9938844779295146
TRBG-source,TRBG-source,0.0,0.9,1,8,0.09067892899588986,0.09358539553752535,0.09067892899588986,0.09358539553752535,101.5,95.5,0.3837568009094747,0.3779600562496074,12.625,14.0,0.5585857519878576,0.5602061337355455,44.30625,43.475,10.193750000000001,9.425,12.625,14.0,5.875,7.0,0.25,0.0,8.287499999999998,8.699999999999996,15.703829977094752,15.375973886987207,1.7971122756335958,1.7577049247990475
TRBG-source,TRBG-source,0.0,0.9,2,8,0.17563944267012263,0.18893062498194113,0.17563944267012263,0.18893062498194113,129.25,127.0,0.5587847338372273,0.5408889652501557,16.875,17.0,0.7498436735051736,0.7591769265845874,67.50625,61.824999999999996,19.8125,19.0,16.875,17.0,8.0,8.5,0.0,0.0,6.143749999999997,7.0,20.027301284509946,18.21392618772149,1.9203248856278865,1.8707527695708257
TRBG-source,TRBG-source,0.0,0.95,1,8,0.09165344704797702,0.0968815415821501,0.09165344704797702,0.0968815415821501,102.75,96.5,0.38810656132903876,0.37500724609216063,13.5,15.5,0.5657872606734398,0.563185824788631,44.537499999999994,43.875,10.29375,9.75,13.5,15.5,6.125,7.0,0.125,0.0,7.9499999999999975,8.0,15.654045580277884,15.328183032414753,1.790577088029,1.7242248486344642
TRBG-source,TRBG-source,0.0,0.95,2,8,0.1772283346825436,0.191381320718355,0.1772283346825436,0.191381320718355,130.125,126.5,0.557481206663066,0.542169742470378,17.5,19.0,0.7545682624678727,0.7567259461924305,67.8125,61.824999999999996,19.96875,19.25,17.5,19.0,8.125,8.5,0.0,0.0,6.21875,7.0,20.01364647884522,18.22452804414511,1.905676029862784,1.8707527695708257
TRBG-source,TRBG-source,0.0,1.0,1,8,0.09165344704797702,0.0968815415821501,0.09165344704797701,0.0968815415821501,102.75,96.5,0.38810656132903876,0.37500724609216063,13.5,15.5,0.5657872606734398,0.563185824788631,44.537499999999994,43.875,10.29375,9.75,13.5,15.5,6.125,7.0,0.125,0.0,7.9499999999999975,8.0,15.654045580277884,15.328183032414753,1.790577088029,1.7242248486344642
TRBG-source,TRBG-source,0.0,1.0,2,8,0.1772283346825436,0.191381320718355,0.17722833468254356,0.19138132071835495,130.125,126.5,0.557481206663066,0.542169742470378,17.5,19.0,0.7545682624678727,0.7567259461924305,67.8125,61.824999999999996,19.96875,19.25,17.5,19.0,8.125,8.5,0.0,0.0,6.21875,7.0,20.01364647884522,18.22452804414511,1.905676029862784,1.8707527695708257
TRBG-source,TRBG-source,0.1,0.8,1,8,0.10101729949492125,0.10248403969690341,0.10101729949492125,0.10248403969690341,99.0,91.5,0.3927107998750969,0.39114019423121144,11.375,11.5,0.5527914528248781,0.5423056475688055,44.825,43.825,11.6375,10.399999999999999,11.375,11.5,6.125,6.5,0.25,0.0,8.349999999999998,9.0,15.789606989812846,15.738867424009166,1.8641654509191703,1.7623195018922724
TRBG-source,TRBG-source,0.1,0.8,2,8,0.17741305004542682,0.1829700715679896,0.17741305004542682,0.1829700715679896,127.25,124.0,0.5445533770665251,0.5249426233793378,15.0,14.5,0.7416812068340239,0.7610945167484532,67.725,64.975,20.05625,18.474999999999998,15.0,14.5,7.875,8.5,0.0,0.0,6.743749999999995,6.6499999999999915,20.013692622973338,18.75248368207715,1.9031761098865423,1.9416559067671533
TRBG-source,TRBG-source,0.1,0.9,1,8,0.09067892899588986,0.09358539553752535,0.09067892899588986,0.09358539553752535,99.75,93.5,0.38331903681063795,0.37913192750073765,11.625,12.0,0.5503624992271174,0.5534816490698844,43.6375,42.875,10.193750000000001,9.425,11.625,12.0,5.875,7.0,0.375,0.0,8.574999999999998,9.0,15.839266073518425,15.524731420808074,1.8223415006501449,1.7966078329356123
TRBG-source,TRBG-source,0.1,0.9,2,8,0.1746195584462732,0.18893062498194113,0.1746195584462732,0.18893062498194113,127.625,125.0,0.5347759323210084,0.5249426233793378,15.0,14.5,0.7418110533679299,0.7571819425444597,67.65625,62.349999999999994,19.64375,19.0,15.0,14.5,7.875,8.5,0.0,0.0,6.237499999999995,7.0,20.366905565917826,18.460471279228557,1.860040302572151,1.870786040397592
